length,width,shape
18,18,square
69,69,square
5,46,rectangle
72,94,rectangle
52,52,square
34,59,rectangle
1,95,rectangle
44,44,square
33,33,square
40,40,square
52,18,rectangle
31,58,rectangle
13,13,square
19,86,rectangle
78,60,rectangle
94,94,square
87,87,square
4,17,rectangle
17,39,rectangle
9,9,square
72,72,square
40,40,square
100,100,square
97,11,rectangle
49,49,square
32,87,rectangle
31,24,rectangle
14,14,square
91,26,rectangle
61,61,square
69,69,square
30,30,square
24,24,square
10,42,rectangle
64,97,rectangle
92,92,square
5,30,rectangle
87,52,rectangle
60,60,square
8,8,square
11,11,square
40,47,rectangle
35,35,square
70,70,square
45,45,square
62,62,square
92,92,square
59,31,rectangle
78,63,rectangle
68,37,rectangle
90,90,square
51,3,rectangle
52,93,rectangle
99,99,square
3,55,rectangle
55,5,rectangle
86,41,rectangle
23,54,rectangle
87,87,square
41,41,square
13,48,rectangle
77,82,rectangle
31,31,square
8,36,rectangle
94,73,rectangle
31,96,rectangle
81,81,square
8,22,rectangle
4,4,square
96,10,rectangle
83,47,rectangle
6,6,square
71,32,rectangle
75,75,square
49,49,square
53,94,rectangle
92,35,rectangle
19,50,rectangle
57,8,rectangle
53,53,square
97,90,rectangle
20,37,rectangle
46,46,square
57,10,rectangle
81,6,rectangle
19,19,square
67,67,square
47,48,rectangle
80,80,square
25,47,rectangle
70,70,square
14,14,square
48,38,rectangle
27,82,rectangle
50,89,rectangle
22,85,rectangle
32,94,rectangle
30,4,rectangle
90,78,rectangle
57,57,square
50,26,rectangle
30,24,rectangle
15,15,square
42,65,rectangle
5,5,square
51,51,square
95,95,square
26,26,square
42,55,rectangle
69,3,rectangle
49,66,rectangle
48,4,rectangle
12,91,rectangle
94,94,square
91,91,square
12,12,square
58,58,square
1,7,rectangle
42,42,square
83,83,square
44,74,rectangle
95,68,rectangle
41,82,rectangle
75,42,rectangle
33,42,rectangle
57,57,square
38,34,rectangle
89,5,rectangle
55,55,square
78,31,rectangle
49,3,rectangle
2,2,square
100,85,rectangle
43,43,square
46,46,square
27,27,square
72,82,rectangle
64,64,square
25,37,rectangle
64,64,square
47,83,rectangle
8,8,square
59,59,square
26,26,square
68,28,rectangle
68,65,rectangle
66,84,rectangle
89,89,square
8,37,rectangle
16,25,rectangle
43,43,square
99,8,rectangle
33,33,square
19,67,rectangle
5,74,rectangle
42,77,rectangle
60,51,rectangle
52,52,square
2,83,rectangle
13,13,square
11,11,square
93,93,square
49,81,rectangle
12,12,square
72,72,square
65,65,square
64,50,rectangle
21,25,rectangle
44,44,square
84,83,rectangle
10,10,square
95,95,square
28,51,rectangle
25,25,square
6,28,rectangle
16,19,rectangle
23,23,square
6,6,square
71,71,square
76,76,square
23,23,square
9,9,square
4,4,square
56,41,rectangle
22,37,rectangle
42,42,square
81,14,rectangle
46,21,rectangle
15,40,rectangle
8,39,rectangle
60,60,square
60,11,rectangle
63,63,square
56,56,square
16,78,rectangle
82,43,rectangle
11,59,rectangle
89,48,rectangle
96,66,rectangle
18,21,rectangle
51,15,rectangle
45,58,rectangle
65,38,rectangle
46,88,rectangle
43,43,square
79,79,square
100,100,square
81,81,square
41,41,square
15,33,rectangle
6,6,square
71,69,rectangle
57,57,square
50,50,square
56,56,square
60,7,rectangle
28,27,rectangle
97,97,square
78,78,square
56,56,square
57,65,rectangle
1,1,square
22,22,square
83,83,square
94,94,square
59,81,rectangle
15,15,square
21,21,square
18,79,rectangle
26,26,square
90,27,rectangle
20,20,square
20,20,square
59,3,rectangle
67,67,square
40,3,rectangle
27,94,rectangle
16,16,square
17,17,square
67,64,rectangle
66,22,rectangle
55,19,rectangle
42,66,rectangle
97,12,rectangle
66,66,square
7,80,rectangle
90,22,rectangle
43,43,square
90,90,square
60,60,square
100,97,rectangle
26,26,square
16,92,rectangle
13,12,rectangle
18,18,square
61,61,square
28,37,rectangle
76,76,square
17,17,square
90,90,square
6,6,square
55,37,rectangle
31,31,square
54,54,square
62,80,rectangle
45,90,rectangle
77,77,square
89,84,rectangle
30,2,rectangle
46,7,rectangle
71,29,rectangle
89,89,square
29,29,square
6,24,rectangle
61,61,square
55,68,rectangle
12,12,square
65,65,square
99,99,square
71,71,square
97,13,rectangle
73,73,square
95,95,square
7,37,rectangle
24,30,rectangle
42,25,rectangle
76,29,rectangle
32,32,square
50,50,square
95,95,square
12,5,rectangle
13,70,rectangle
53,53,square
46,20,rectangle
78,78,square
56,20,rectangle
79,79,square
61,65,rectangle
87,30,rectangle
57,57,square
41,95,rectangle
92,92,square
53,68,rectangle
16,70,rectangle
48,48,square
27,26,rectangle
39,39,square
88,88,square
86,46,rectangle
13,8,rectangle
96,18,rectangle
57,57,square
75,14,rectangle
46,42,rectangle
85,27,rectangle
42,42,square
51,51,square
87,57,rectangle
86,54,rectangle
62,62,square
100,100,square
72,89,rectangle
95,95,square
87,68,rectangle
25,25,square
45,45,square
5,5,square
57,37,rectangle
23,23,square
5,64,rectangle
6,73,rectangle
4,6,rectangle
91,91,square
24,2,rectangle
75,75,square
43,43,square
9,9,square
1,1,square
90,90,square
80,80,square
85,13,rectangle
31,80,rectangle
65,77,rectangle
59,59,square
58,94,rectangle
91,71,rectangle
76,93,rectangle
80,80,square
63,63,square
3,99,rectangle
58,58,square
31,97,rectangle
67,67,square
64,64,square
58,58,square
16,98,rectangle
10,10,square
96,22,rectangle
17,17,square
64,53,rectangle
24,24,square
72,72,square
17,28,rectangle
82,97,rectangle
37,28,rectangle
50,50,square
61,61,square
30,100,rectangle
48,48,square
36,36,square
66,66,square
41,41,square
33,16,rectangle
28,7,rectangle
73,13,rectangle
1,1,square
44,44,square
86,46,rectangle
78,78,square
84,84,square
100,100,square
100,100,square
73,38,rectangle
27,30,rectangle
40,88,rectangle
63,36,rectangle
40,93,rectangle
93,88,rectangle
23,23,square
41,67,rectangle
60,21,rectangle
43,53,rectangle
59,69,rectangle
94,76,rectangle
21,21,square
28,43,rectangle
39,39,square
28,28,square
80,80,square
2,2,square
33,33,square
52,52,square
20,77,rectangle
13,65,rectangle
13,73,rectangle
81,81,square
99,44,rectangle
74,74,square
63,63,square
8,8,square
64,74,rectangle
24,24,square
30,30,square
65,28,rectangle
66,90,rectangle
24,24,square
96,96,square
54,71,rectangle
29,42,rectangle
96,96,square
33,33,square
37,69,rectangle
8,8,square
69,69,square
58,58,square
89,86,rectangle
100,85,rectangle
48,48,square
93,8,rectangle
79,8,rectangle
18,68,rectangle
10,30,rectangle
53,2,rectangle
57,57,square
60,60,square
50,27,rectangle
100,95,rectangle
61,42,rectangle
93,30,rectangle
20,20,square
46,73,rectangle
16,55,rectangle
46,46,square
98,52,rectangle
40,40,square
62,62,square
21,97,rectangle
92,92,square
30,40,rectangle
36,51,rectangle
27,27,square
76,34,rectangle
58,58,square
16,16,square
8,62,rectangle
78,57,rectangle
92,95,rectangle
24,24,square
4,82,rectangle
3,17,rectangle
34,55,rectangle
89,44,rectangle
63,69,rectangle
32,32,square
98,20,rectangle
63,73,rectangle
57,57,square
17,17,square
67,67,square
45,97,rectangle
36,36,square
48,48,square
39,39,square
94,34,rectangle
72,72,square
21,40,rectangle
95,72,rectangle
8,57,rectangle
22,22,square
31,31,square
7,7,square
25,1,rectangle
33,64,rectangle
30,30,square
15,76,rectangle
45,45,square
96,50,rectangle
28,89,rectangle
27,7,rectangle
98,18,rectangle
32,32,square
53,53,square
6,6,square
56,56,square
81,62,rectangle
92,92,square
16,22,rectangle
50,50,square
67,88,rectangle
30,80,rectangle
14,43,rectangle
62,42,rectangle
7,22,rectangle
26,26,square
38,40,rectangle
24,89,rectangle
75,75,square
41,32,rectangle
22,35,rectangle
27,24,rectangle
63,63,square
22,75,rectangle
68,29,rectangle
23,23,square
14,47,rectangle
96,96,square
46,42,rectangle
45,76,rectangle
22,22,square
36,51,rectangle
39,39,square
55,55,square
59,59,square
71,71,square
26,26,square
5,56,rectangle
46,66,rectangle
13,55,rectangle
64,64,square
47,47,square
45,39,rectangle
77,24,rectangle
42,1,rectangle
72,27,rectangle
45,45,square
65,65,square
19,98,rectangle
81,81,square
25,25,square
47,2,rectangle
10,32,rectangle
78,100,rectangle
89,89,square
26,26,square
88,53,rectangle
43,43,square
30,41,rectangle
92,69,rectangle
22,57,rectangle
26,26,square
23,23,square
49,49,square
14,14,square
37,37,square
52,50,rectangle
3,73,rectangle
9,9,square
17,16,rectangle
32,32,square
4,99,rectangle
74,50,rectangle
25,25,square
42,42,square
83,49,rectangle
92,92,square
35,8,rectangle
15,15,square
33,33,square
21,21,square
62,62,square
38,38,square
99,91,rectangle
13,14,rectangle
59,27,rectangle
50,47,rectangle
79,79,square
61,14,rectangle
66,1,rectangle
43,43,square
25,25,square
38,38,square
74,19,rectangle
20,20,square
99,48,rectangle
15,15,square
90,90,square
18,83,rectangle
47,57,rectangle
36,36,square
18,86,rectangle
71,67,rectangle
37,37,square
76,70,rectangle
62,12,rectangle
4,4,square
86,86,square
8,8,square
61,38,rectangle
70,70,square
52,17,rectangle
57,76,rectangle
90,45,rectangle
23,52,rectangle
83,83,square
32,75,rectangle
39,39,square
47,47,square
11,11,square
94,94,square
84,84,square
72,72,square
2,29,rectangle
68,2,rectangle
11,53,rectangle
62,81,rectangle
53,26,rectangle
22,94,rectangle
69,21,rectangle
71,71,square
42,75,rectangle
36,91,rectangle
75,81,rectangle
90,90,square
58,58,square
38,38,square
20,20,square
52,52,square
29,74,rectangle
51,51,square
60,60,square
9,6,rectangle
44,76,rectangle
19,28,rectangle
54,68,rectangle
4,4,square
59,3,rectangle
3,3,square
44,2,rectangle
68,68,square
56,78,rectangle
3,13,rectangle
25,25,square
22,67,rectangle
35,35,square
90,70,rectangle
32,32,square
22,9,rectangle
19,19,square
25,28,rectangle
1,26,rectangle
44,44,square
92,64,rectangle
55,55,square
45,45,square
2,2,square
28,27,rectangle
68,44,rectangle
40,34,rectangle
4,4,square
39,81,rectangle
60,43,rectangle
52,52,square
93,54,rectangle
27,74,rectangle
80,80,square
27,27,square
79,60,rectangle
13,97,rectangle
55,95,rectangle
52,3,rectangle
35,35,square
48,48,square
75,12,rectangle
10,10,square
61,94,rectangle
97,8,rectangle
68,68,square
39,71,rectangle
53,53,square
67,53,rectangle
26,26,square
3,52,rectangle
78,78,square
85,87,rectangle
37,20,rectangle
52,41,rectangle
89,89,square
30,48,rectangle
77,86,rectangle
77,89,rectangle
17,92,rectangle
89,89,square
83,76,rectangle
37,32,rectangle
79,79,square
43,43,square
87,87,square
60,25,rectangle
45,45,square
68,68,square
63,63,square
68,68,square
82,8,rectangle
92,22,rectangle
90,85,rectangle
72,59,rectangle
50,22,rectangle
37,100,rectangle
24,39,rectangle
16,69,rectangle
58,19,rectangle
81,52,rectangle
35,35,square
12,68,rectangle
68,68,square
74,58,rectangle
19,19,square
76,83,rectangle
14,65,rectangle
47,47,square
65,86,rectangle
18,84,rectangle
6,64,rectangle
55,55,square
78,78,square
48,48,square
10,55,rectangle
14,14,square
33,65,rectangle
12,12,square
89,89,square
52,14,rectangle
86,65,rectangle
36,6,rectangle
68,68,square
29,26,rectangle
76,60,rectangle
49,23,rectangle
1,87,rectangle
60,88,rectangle
100,87,rectangle
100,32,rectangle
72,62,rectangle
53,24,rectangle
65,65,square
22,22,square
65,93,rectangle
57,52,rectangle
45,63,rectangle
9,93,rectangle
74,74,square
48,65,rectangle
72,72,square
6,6,square
96,71,rectangle
52,61,rectangle
36,36,square
17,17,square
61,61,square
66,15,rectangle
95,26,rectangle
62,14,rectangle
44,44,square
99,26,rectangle
87,87,square
57,9,rectangle
65,65,square
47,94,rectangle
45,18,rectangle
40,40,square
40,40,square
1,56,rectangle
71,80,rectangle
86,86,square
100,100,square
64,64,square
38,38,square
36,36,square
53,53,square
23,23,square
76,89,rectangle
11,37,rectangle
4,30,rectangle
53,53,square
52,52,square
47,96,rectangle
31,27,rectangle
97,97,square
47,47,square
71,71,square
7,36,rectangle
57,57,square
93,86,rectangle
71,67,rectangle
80,98,rectangle
47,30,rectangle
31,31,square
5,69,rectangle
62,62,square
98,100,rectangle
39,100,rectangle
16,14,rectangle
97,97,square
21,47,rectangle
84,84,square
38,38,square
23,57,rectangle
41,41,square
52,96,rectangle
91,51,rectangle
27,59,rectangle
68,26,rectangle
14,14,square
19,25,rectangle
68,22,rectangle
11,11,square
52,87,rectangle
85,85,square
10,10,square
41,41,square
15,38,rectangle
93,93,square
31,41,rectangle
65,65,square
95,95,square
89,20,rectangle
89,89,square
33,28,rectangle
64,34,rectangle
28,69,rectangle
91,79,rectangle
76,76,square
97,42,rectangle
28,28,square
22,22,square
2,25,rectangle
7,7,square
98,8,rectangle
30,7,rectangle
36,36,square
46,46,square
1,1,square
53,53,square
68,68,square
100,68,rectangle
56,10,rectangle
32,32,square
8,46,rectangle
93,9,rectangle
84,84,square
22,22,square
10,10,square
53,53,square
95,20,rectangle
8,8,square
84,31,rectangle
47,47,square
41,7,rectangle
28,28,square
1,1,square
42,94,rectangle
41,41,square
78,78,square
5,75,rectangle
69,69,square
74,74,square
3,16,rectangle
28,20,rectangle
80,80,square
80,80,square
79,79,square
53,36,rectangle
55,55,square
14,94,rectangle
56,56,square
14,14,square
60,60,square
28,90,rectangle
78,78,square
19,19,square
81,81,square
68,55,rectangle
52,52,square
25,28,rectangle
10,10,square
80,80,square
81,9,rectangle
57,50,rectangle
67,26,rectangle
65,38,rectangle
94,88,rectangle
3,3,square
29,77,rectangle
42,1,rectangle
56,4,rectangle
61,41,rectangle
96,77,rectangle
27,77,rectangle
16,16,square
63,15,rectangle
72,39,rectangle
65,14,rectangle
32,32,square
90,59,rectangle
19,87,rectangle
35,36,rectangle
71,71,square
71,71,square
15,15,square
72,23,rectangle
79,79,square
7,20,rectangle
90,90,square
57,57,square
92,92,square
1,76,rectangle
81,75,rectangle
8,8,square
8,8,square
69,69,square
82,35,rectangle
20,20,square
64,64,square
48,82,rectangle
80,1,rectangle
72,72,square
40,40,square
46,81,rectangle
44,44,square
73,73,square
61,61,square
33,40,rectangle
19,87,rectangle
75,75,square
61,61,square
44,46,rectangle
93,93,square
99,99,square
75,66,rectangle
75,75,square
14,73,rectangle
53,82,rectangle
62,18,rectangle
87,87,square
76,15,rectangle
66,16,rectangle
38,38,square
22,22,square
23,85,rectangle
71,71,square
92,92,square
24,24,square
49,85,rectangle
58,5,rectangle
31,11,rectangle
29,29,square
84,84,square
55,55,square
5,29,rectangle
31,23,rectangle
67,43,rectangle
85,85,square
3,3,square
94,94,square
100,100,square
11,11,square
12,86,rectangle
32,86,rectangle
7,79,rectangle
47,47,square
72,72,square
92,83,rectangle
45,76,rectangle
28,92,rectangle
79,97,rectangle
57,75,rectangle
49,49,square
70,70,square
48,48,square
85,79,rectangle
51,76,rectangle
10,60,rectangle
64,64,square
88,88,square
91,68,rectangle
38,46,rectangle
56,11,rectangle
2,2,square
79,79,square
22,22,square
30,97,rectangle
2,2,square
95,9,rectangle
74,77,rectangle
85,83,rectangle
8,8,square
98,98,square
3,32,rectangle
95,95,square
61,3,rectangle
59,85,rectangle
40,40,square
43,49,rectangle
99,99,square
80,80,square
19,19,square
10,10,square
12,83,rectangle
37,83,rectangle
13,13,square
73,73,square
7,6,rectangle
41,57,rectangle
82,82,square
5,5,square
46,64,rectangle
80,64,rectangle
50,33,rectangle
71,71,square
73,73,square
39,39,square
96,67,rectangle
94,94,square
18,49,rectangle
98,98,square
56,65,rectangle
53,53,square
13,13,square
28,28,square
53,54,rectangle
24,24,square
4,4,square
18,18,square
40,95,rectangle
72,43,rectangle
24,20,rectangle
97,12,rectangle
10,10,square
39,39,square
30,1,rectangle
15,15,square
17,84,rectangle
20,48,rectangle
30,30,square
49,49,square
4,4,square
1,1,square
25,25,square
40,40,square
80,32,rectangle
68,31,rectangle
97,51,rectangle
68,68,square
13,39,rectangle
71,71,square
9,9,square
2,2,square
62,62,square
65,65,square
94,94,square
63,95,rectangle
21,24,rectangle
14,41,rectangle
95,33,rectangle
52,52,square
17,17,square
61,61,square
34,86,rectangle
34,34,square
95,35,rectangle
45,63,rectangle
10,46,rectangle
87,48,rectangle
76,76,square
96,96,square
99,6,rectangle
83,83,square
69,69,square
94,94,square
19,19,square
60,60,square
54,54,square
70,76,rectangle
99,94,rectangle
91,45,rectangle
41,4,rectangle
81,47,rectangle
44,95,rectangle
28,28,square
29,26,rectangle
21,21,square
4,4,square
68,88,rectangle
25,97,rectangle
10,10,square
70,60,rectangle
59,26,rectangle
76,14,rectangle
14,45,rectangle
75,75,square
72,72,square
14,93,rectangle
15,15,square
21,59,rectangle
70,70,square
27,27,square
70,70,square
56,56,square
85,3,rectangle
82,32,rectangle
62,44,rectangle
38,51,rectangle
52,16,rectangle
8,8,square
25,25,square
94,83,rectangle
62,18,rectangle
53,16,rectangle
76,76,square
28,28,square
19,19,square
73,73,square
100,87,rectangle
48,62,rectangle
51,51,square
80,33,rectangle
25,23,rectangle
66,34,rectangle
81,51,rectangle
46,14,rectangle
59,59,square
13,13,square
51,51,square
31,31,square
60,36,rectangle
71,71,square
17,17,square
15,15,square
98,55,rectangle
39,24,rectangle
5,4,rectangle
99,99,square
58,100,rectangle
87,49,rectangle
65,65,square
19,11,rectangle
2,2,square
58,64,rectangle
96,96,square
43,43,square
28,38,rectangle
9,9,square
78,78,square
23,23,square
85,85,square
85,47,rectangle
23,35,rectangle
19,85,rectangle
83,37,rectangle
62,19,rectangle
62,1,rectangle
88,88,square
36,73,rectangle
88,88,square
83,83,square
72,72,square
54,85,rectangle
10,93,rectangle
51,69,rectangle
59,59,square
53,53,square
30,30,square
68,68,square
99,98,rectangle
46,46,square
8,28,rectangle
95,95,square
92,92,square
85,56,rectangle
71,21,rectangle
28,89,rectangle
84,32,rectangle
48,67,rectangle
84,84,square
21,21,square
52,52,square
58,58,square
20,20,square
16,81,rectangle
89,89,square
74,74,square
5,54,rectangle
24,35,rectangle
61,61,square
88,85,rectangle
36,76,rectangle
3,97,rectangle
98,98,square
12,35,rectangle
99,99,square
38,75,rectangle
85,85,square
8,98,rectangle
74,83,rectangle
71,71,square
55,82,rectangle
12,12,square
38,90,rectangle
30,17,rectangle
68,64,rectangle
100,100,square
12,85,rectangle
7,4,rectangle
63,42,rectangle
67,19,rectangle
31,66,rectangle
51,16,rectangle
38,38,square
16,16,square
100,100,square
45,45,square
80,80,square
34,34,square
69,25,rectangle
82,82,square
72,72,square
51,84,rectangle
18,96,rectangle
15,69,rectangle
85,85,square
48,48,square
82,57,rectangle
3,36,rectangle
38,38,square
67,67,square
72,16,rectangle
43,77,rectangle
34,34,square
46,15,rectangle
2,2,square
94,80,rectangle
62,64,rectangle
55,7,rectangle
51,51,square
4,4,square
74,6,rectangle
72,60,rectangle
88,88,square
85,71,rectangle
84,84,square
61,15,rectangle
20,20,square
93,32,rectangle
52,52,square
34,99,rectangle
71,71,square
83,47,rectangle
62,62,square
52,29,rectangle
24,24,square
27,24,rectangle
23,98,rectangle
10,97,rectangle
89,89,square
68,4,rectangle
53,53,square
80,80,square
89,1,rectangle
30,50,rectangle
7,7,square
64,69,rectangle
31,29,rectangle
32,59,rectangle
57,82,rectangle
21,41,rectangle
18,18,square
83,94,rectangle
44,44,square
36,12,rectangle
72,72,square
99,99,square
26,26,square
88,19,rectangle
55,55,square
5,5,square
3,3,square
49,49,square
95,22,rectangle
81,81,square
1,16,rectangle
15,70,rectangle
52,52,square
11,11,square
64,64,square
33,16,rectangle
16,16,square
27,93,rectangle
68,68,square
99,99,square
27,98,rectangle
2,2,square
30,81,rectangle
48,32,rectangle
85,25,rectangle
52,24,rectangle
41,41,square
90,90,square
83,2,rectangle
32,32,square
3,3,square
93,93,square
89,89,square
19,19,square
52,69,rectangle
9,9,square
18,18,square
83,83,square
90,90,square
95,95,square
38,69,rectangle
99,99,square
7,7,square
26,26,square
67,67,square
51,51,square
30,30,square
34,34,square
41,41,square
34,12,rectangle
61,32,rectangle
91,91,square
32,32,square
77,77,square
21,3,rectangle
86,86,square
50,56,rectangle
72,72,square
54,54,square
33,33,square
61,58,rectangle
66,21,rectangle
50,56,rectangle
27,72,rectangle
69,35,rectangle
72,72,square
82,29,rectangle
31,40,rectangle
25,99,rectangle
36,81,rectangle
2,2,square
68,68,square
31,66,rectangle
21,95,rectangle
80,68,rectangle
73,73,square
24,24,square
19,33,rectangle
85,35,rectangle
62,90,rectangle
53,51,rectangle
11,50,rectangle
30,30,square
88,88,square
37,37,square
78,98,rectangle
53,5,rectangle
46,56,rectangle
85,24,rectangle
13,13,square
93,7,rectangle
71,59,rectangle
53,53,square
77,77,square
77,84,rectangle
8,25,rectangle
46,46,square
73,73,square
30,57,rectangle
83,83,square
47,88,rectangle
90,90,square
87,87,square
36,36,square
45,13,rectangle
72,35,rectangle
84,84,square
7,57,rectangle
80,80,square
77,11,rectangle
2,2,square
97,21,rectangle
46,31,rectangle
12,4,rectangle
97,100,rectangle
31,31,square
59,87,rectangle
10,10,square
58,58,square
22,90,rectangle
3,68,rectangle
58,58,square
81,81,square
40,40,square
38,63,rectangle
64,6,rectangle
93,30,rectangle
39,16,rectangle
96,17,rectangle
87,22,rectangle
10,41,rectangle
98,37,rectangle
95,95,square
21,21,square
95,95,square
43,43,square
65,15,rectangle
29,29,square
19,94,rectangle
99,23,rectangle
58,58,square
33,33,square
96,30,rectangle
67,67,square
43,43,square
12,12,square
42,42,square
82,82,square
61,61,square
97,70,rectangle
25,25,square
2,2,square
9,9,square
37,37,square
35,57,rectangle
1,48,rectangle
91,91,square
14,67,rectangle
95,23,rectangle
81,81,square
37,10,rectangle
44,36,rectangle
12,12,square
96,96,square
74,26,rectangle
86,49,rectangle
34,79,rectangle
3,43,rectangle
96,96,square
55,55,square
63,63,square
24,11,rectangle
67,11,rectangle
34,34,square
4,32,rectangle
61,61,square
43,43,square
61,61,square
63,63,square
46,46,square
24,32,rectangle
96,96,square
97,93,rectangle
50,50,square
73,73,square
77,73,rectangle
43,43,square
73,2,rectangle
59,96,rectangle
56,56,square
41,77,rectangle
49,93,rectangle
98,9,rectangle
61,61,square
82,82,square
10,66,rectangle
19,64,rectangle
31,31,square
34,59,rectangle
89,89,square
78,11,rectangle
43,29,rectangle
39,9,rectangle
58,70,rectangle
74,74,square
98,98,square
13,13,square
63,63,square
37,39,rectangle
72,70,rectangle
2,78,rectangle
28,28,square
42,92,rectangle
77,29,rectangle
52,57,rectangle
32,18,rectangle
97,97,square
81,81,square
96,18,rectangle
15,15,square
44,44,square
53,10,rectangle
13,13,square
32,32,square
83,83,square
35,35,square
12,12,square
51,64,rectangle
79,79,square
80,73,rectangle
72,55,rectangle
12,12,square
13,57,rectangle
61,61,square
65,65,square
10,45,rectangle
90,90,square
32,46,rectangle
84,84,square
22,47,rectangle
41,41,square
91,91,square
37,73,rectangle
12,12,square
89,88,rectangle
99,99,square
68,80,rectangle
46,46,square
54,54,square
42,15,rectangle
62,62,square
64,94,rectangle
63,33,rectangle
80,73,rectangle
91,66,rectangle
34,34,square
1,1,square
7,19,rectangle
98,87,rectangle
67,67,square
57,57,square
38,20,rectangle
56,56,square
14,14,square
56,56,square
94,60,rectangle
34,81,rectangle
89,89,square
23,84,rectangle
14,100,rectangle
40,40,square
99,80,rectangle
27,45,rectangle
1,1,square
93,90,rectangle
42,42,square
47,47,square
40,54,rectangle
18,18,square
95,95,square
43,43,square
76,28,rectangle
75,75,square
99,72,rectangle
34,34,square
9,9,square
100,67,rectangle
7,59,rectangle
35,35,square
70,70,square
12,13,rectangle
46,46,square
23,25,rectangle
19,19,square
23,23,square
6,23,rectangle
11,86,rectangle
88,50,rectangle
72,38,rectangle
89,89,square
39,93,rectangle
20,20,square
71,29,rectangle
34,77,rectangle
96,54,rectangle
84,100,rectangle
16,16,square
2,77,rectangle
94,94,square
80,57,rectangle
3,16,rectangle
51,51,square
16,60,rectangle
61,49,rectangle
25,25,square
92,92,square
50,50,square
18,48,rectangle
87,19,rectangle
36,93,rectangle
86,86,square
39,75,rectangle
94,49,rectangle
23,46,rectangle
70,82,rectangle
2,2,square
7,5,rectangle
53,53,square
22,22,square
46,84,rectangle
76,39,rectangle
51,23,rectangle
8,30,rectangle
25,68,rectangle
91,91,square
26,26,square
30,30,square
9,19,rectangle
99,24,rectangle
8,8,square
32,32,square
71,71,square
52,52,square
43,43,square
10,26,rectangle
45,45,square
89,89,square
3,52,rectangle
29,58,rectangle
100,4,rectangle
24,24,square
83,83,square
21,21,square
19,66,rectangle
68,68,square
21,67,rectangle
28,28,square
8,56,rectangle
68,68,square
6,6,square
11,11,square
5,5,square
19,19,square
82,82,square
84,69,rectangle
47,47,square
91,91,square
93,93,square
99,91,rectangle
79,79,square
2,2,square
58,2,rectangle
59,59,square
25,25,square
27,27,square
43,43,square
69,69,square
95,5,rectangle
61,61,square
68,68,square
61,61,square
82,68,rectangle
23,23,square
73,4,rectangle
72,72,square
62,62,square
69,66,rectangle
77,87,rectangle
20,99,rectangle
50,50,square
57,57,square
40,40,square
12,72,rectangle
7,39,rectangle
11,91,rectangle
100,100,square
59,3,rectangle
32,32,square
61,3,rectangle
8,8,square
65,60,rectangle
56,85,rectangle
79,79,square
91,35,rectangle
24,69,rectangle
100,100,square
32,54,rectangle
3,24,rectangle
18,18,square
5,35,rectangle
75,66,rectangle
84,84,square
75,75,square
81,81,square
33,83,rectangle
72,82,rectangle
26,96,rectangle
96,96,square
95,76,rectangle
95,14,rectangle
27,27,square
95,60,rectangle
19,16,rectangle
26,57,rectangle
79,79,square
75,75,square
15,27,rectangle
1,1,square
97,25,rectangle
23,23,square
50,50,square
70,42,rectangle
61,34,rectangle
2,17,rectangle
75,96,rectangle
80,19,rectangle
19,75,rectangle
40,40,square
29,29,square
81,12,rectangle
23,23,square
37,40,rectangle
61,66,rectangle
74,60,rectangle
24,24,square
97,83,rectangle
10,1,rectangle
66,66,square
82,82,square
95,95,square
33,33,square
46,71,rectangle
85,60,rectangle
85,29,rectangle
97,37,rectangle
35,35,square
82,82,square
73,73,square
39,39,square
18,18,square
67,67,square
49,97,rectangle
26,3,rectangle
31,47,rectangle
80,3,rectangle
51,21,rectangle
3,31,rectangle
52,11,rectangle
80,39,rectangle
6,86,rectangle
79,25,rectangle
29,55,rectangle
47,29,rectangle
12,12,square
96,96,square
64,38,rectangle
26,95,rectangle
82,45,rectangle
25,25,square
39,47,rectangle
67,67,square
82,50,rectangle
43,43,square
86,56,rectangle
51,92,rectangle
68,55,rectangle
1,66,rectangle
3,63,rectangle
11,28,rectangle
98,98,square
87,10,rectangle
89,78,rectangle
87,97,rectangle
38,38,square
10,10,square
19,37,rectangle
77,77,square
17,17,square
8,8,square
54,76,rectangle
58,58,square
74,66,rectangle
80,31,rectangle
92,90,rectangle
73,33,rectangle
2,2,square
92,92,square
47,47,square
52,52,square
15,99,rectangle
64,63,rectangle
33,42,rectangle
51,9,rectangle
81,75,rectangle
72,55,rectangle
79,25,rectangle
6,6,square
34,34,square
12,12,square
10,10,square
71,27,rectangle
4,4,square
52,52,square
92,7,rectangle
31,2,rectangle
13,13,square
55,94,rectangle
40,61,rectangle
60,60,square
24,83,rectangle
39,89,rectangle
74,20,rectangle
27,82,rectangle
27,55,rectangle
9,9,square
46,46,square
13,13,square
91,59,rectangle
60,30,rectangle
73,60,rectangle
15,86,rectangle
7,11,rectangle
17,33,rectangle
2,1,rectangle
83,81,rectangle
41,70,rectangle
14,21,rectangle
25,52,rectangle
62,62,square
29,66,rectangle
52,1,rectangle
27,59,rectangle
50,5,rectangle
95,26,rectangle
49,49,square
37,47,rectangle
7,2,rectangle
66,66,square
38,84,rectangle
96,96,square
64,64,square
29,29,square
21,82,rectangle
77,77,square
86,86,square
13,60,rectangle
90,90,square
38,70,rectangle
45,17,rectangle
13,13,square
47,80,rectangle
98,62,rectangle
